Wine ID,Red/White,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Latitude,Longitude,,,,,,,
1921,White,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,41.16121437,-7.645680841,,,,,,,
1922,White,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,41.16121437,-7.645680841,,,,,,,
1923,White,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,41.16121437,-7.645680841,,,,,,,
1924,White,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,41.16121437,-7.645680841,,,,,,,
1925,White,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,41.16121437,-7.645680841,,,,,,,
1926,White,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,41.16121437,-7.645680841,,,,,,,
1927,White,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,41.16121437,-7.645680841,,,,,,,
1928,White,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,41.16121437,-7.645680841,,,,,,,
1929,White,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,41.16121437,-7.645680841,,,,,,,
1930,White,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,41.16121437,-7.645680841,,,,,,,
1931,White,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,41.16121437,-7.645680841,,,,,,,
1932,White,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,41.16121437,-7.645680841,,,,,,,
1933,White,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,41.16121437,-7.645680841,,,,,,,
1934,White,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,41.16121437,-7.645680841,,,,,,,
1935,White,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,41.16121437,-7.645680841,,,,,,,
1936,White,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,41.16121437,-7.645680841,,,,,,,
1937,White,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,41.16121437,-7.645680841,,,,,,,
1938,White,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,41.16121437,-7.645680841,,,,,,,
1939,White,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,41.16121437,-7.645680841,,,,,,,
1940,White,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,41.16121437,-7.645680841,,,,,,,
1941,White,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,41.16121437,-7.645680841,,,,,,,
1942,White,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,41.16121437,-7.645680841,,,,,,,
1943,White,5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,41.16121437,-7.645680841,,,,,,,
1944,White,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,41.16121437,-7.645680841,,,,,,,
1945,White,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,41.16121437,-7.645680841,,,,,,,
1946,White,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,41.16121437,-7.645680841,,,,,,,
1947,White,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,41.16121437,-7.645680841,,,,,,,
1948,White,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,41.16121437,-7.645680841,,,,,,,
1949,White,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,41.16121437,-7.645680841,,,,,,,
1950,White,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,41.16121437,-7.645680841,,,,,,,
1951,White,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,41.16121437,-7.645680841,,,,,,,
1952,White,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,41.16121437,-7.645680841,,,,,,,
1953,White,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,41.16121437,-7.645680841,,,,,,,
1954,White,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,41.16121437,-7.645680841,,,,,,,
1955,White,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,41.16121437,-7.645680841,,,,,,,
1956,White,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,41.16121437,-7.645680841,,,,,,,
1957,White,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,41.16121437,-7.645680841,,,,,,,
1958,White,10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,41.16121437,-7.645680841,,,,,,,
1959,White,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,41.16121437,-7.645680841,,,,,,,
1960,White,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,41.16121437,-7.645680841,,,,,,,
1961,White,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,41.16121437,-7.645680841,,,,,,,
1962,White,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,41.16121437,-7.645680841,,,,,,,
1963,White,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,41.16121437,-7.645680841,,,,,,,
1964,White,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,41.16121437,-7.645680841,,,,,,,
1965,White,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,41.16121437,-7.645680841,,,,,,,
1966,White,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,41.16121437,-7.645680841,,,,,,,
1967,White,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,41.16121437,-7.645680841,,,,,,,
1968,White,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,41.16121437,-7.645680841,,,,,,,
1969,White,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,41.16121437,-7.645680841,,,,,,,
1970,White,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,41.16121437,-7.645680841,,,,,,,
1971,White,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,41.16121437,-7.645680841,,,,,,,
1972,White,6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,41.16121437,-7.645680841,,,,,,,
1973,White,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,41.16121437,-7.645680841,,,,,,,
1974,White,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,41.16121437,-7.645680841,,,,,,,
1975,White,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,41.16121437,-7.645680841,,,,,,,
1976,White,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,41.16121437,-7.645680841,,,,,,,
1977,White,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,41.16121437,-7.645680841,,,,,,,
1978,White,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,41.16121437,-7.645680841,,,,,,,
1979,White,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,41.16121437,-7.645680841,,,,,,,
1980,White,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,41.16121437,-7.645680841,,,,,,,
1981,White,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,41.16121437,-7.645680841,,,,,,,
1982,White,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,41.16121437,-7.645680841,,,,,,,
1983,White,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,41.16121437,-7.645680841,,,,,,,
1984,White,6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,41.16121437,-7.645680841,,,,,,,
1985,White,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,41.16121437,-7.645680841,,,,,,,
1986,White,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,41.16121437,-7.645680841,,,,,,,
1987,White,6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,41.16121437,-7.645680841,,,,,,,
1988,White,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,41.16121437,-7.645680841,,,,,,,
1989,White,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,41.16121437,-7.645680841,,,,,,,
1990,White,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,41.16121437,-7.645680841,,,,,,,
1991,White,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,41.16121437,-7.645680841,,,,,,,
1992,White,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,41.16121437,-7.645680841,,,,,,,
1993,White,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,41.16121437,-7.645680841,,,,,,,
1994,White,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,41.16121437,-7.645680841,,,,,,,
1995,White,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,41.16121437,-7.645680841,,,,,,,
1996,White,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,41.16121437,-7.645680841,,,,,,,
1997,White,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,41.16121437,-7.645680841,,,,,,,
1998,White,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,41.16121437,-7.645680841,,,,,,,
1999,White,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,41.16121437,-7.645680841,,,,,,,
2000,White,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,41.16121437,-7.645680841,,,,,,,
2001,White,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,41.16121437,-7.645680841,,,,,,,
2002,White,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,41.16121437,-7.645680841,,,,,,,
2003,White,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,41.16121437,-7.645680841,,,,,,,
2004,White,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,41.16121437,-7.645680841,,,,,,,
2005,White,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,41.16121437,-7.645680841,,,,,,,
2006,White,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,41.16121437,-7.645680841,,,,,,,
2007,White,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,41.16121437,-7.645680841,,,,,,,
2008,White,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,41.16121437,-7.645680841,,,,,,,
2009,White,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,41.16121437,-7.645680841,,,,,,,
2010,White,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,41.16121437,-7.645680841,,,,,,,
2011,White,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,41.16121437,-7.645680841,,,,,,,
2012,White,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,41.16121437,-7.645680841,,,,,,,
2013,White,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,41.16121437,-7.645680841,,,,,,,
2014,White,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,41.16121437,-7.645680841,,,,,,,
2015,White,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,41.16121437,-7.645680841,,,,,,,
2016,White,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,41.16121437,-7.645680841,,,,,,,
2017,White,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,41.16121437,-7.645680841,,,,,,,
2018,White,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,41.16121437,-7.645680841,,,,,,,
2019,White,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,41.16121437,-7.645680841,,,,,,,
2020,White,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,41.16121437,-7.645680841,,,,,,,
2021,White,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,41.16121437,-7.645680841,,,,,,,
2022,White,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,41.16121437,-7.645680841,,,,,,,
2023,White,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,41.16121437,-7.645680841,,,,,,,
2024,White,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,41.16121437,-7.645680841,,,,,,,
2025,White,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,41.16121437,-7.645680841,,,,,,,
2026,White,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,41.16121437,-7.645680841,,,,,,,
2027,White,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,41.16121437,-7.645680841,,,,,,,
2028,White,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,41.16121437,-7.645680841,,,,,,,
2029,White,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,41.16121437,-7.645680841,,,,,,,
2030,White,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,41.16121437,-7.645680841,,,,,,,
2031,White,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,41.16121437,-7.645680841,,,,,,,
2032,White,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,41.16121437,-7.645680841,,,,,,,
2033,White,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,41.16121437,-7.645680841,,,,,,,
2034,White,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,41.16121437,-7.645680841,,,,,,,
2035,White,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,41.16121437,-7.645680841,,,,,,,
2036,White,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,41.16121437,-7.645680841,,,,,,,
2037,White,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,41.16121437,-7.645680841,,,,,,,
2038,White,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,41.16121437,-7.645680841,,,,,,,
2039,White,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,41.16121437,-7.645680841,,,,,,,
2040,White,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,41.16121437,-7.645680841,,,,,,,
2041,White,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,41.16121437,-7.645680841,,,,,,,
2042,White,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,41.16121437,-7.645680841,,,,,,,
2043,White,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,41.16121437,-7.645680841,,,,,,,
2044,White,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,41.16121437,-7.645680841,,,,,,,
2045,White,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,41.16121437,-7.645680841,,,,,,,
2046,White,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,41.16121437,-7.645680841,,,,,,,
2047,White,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,41.16121437,-7.645680841,,,,,,,
2048,White,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,41.16121437,-7.645680841,,,,,,,
2049,White,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,41.16121437,-7.645680841,,,,,,,
2050,White,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,41.16121437,-7.645680841,,,,,,,
2051,White,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,41.16121437,-7.645680841,,,,,,,
2052,White,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,41.16121437,-7.645680841,,,,,,,
2053,White,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,41.16121437,-7.645680841,,,,,,,
2054,White,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,41.16121437,-7.645680841,,,,,,,
2055,White,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,41.16121437,-7.645680841,,,,,,,
2056,White,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,41.16121437,-7.645680841,,,,,,,
2057,White,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,41.16121437,-7.645680841,,,,,,,
2058,White,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,41.16121437,-7.645680841,,,,,,,
2059,White,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5,41.16121437,-7.645680841,,,,,,,
2060,White,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,41.16121437,-7.645680841,,,,,,,
2061,White,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5,41.16121437,-7.645680841,,,,,,,
2062,White,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,41.16121437,-7.645680841,,,,,,,
2063,White,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,41.16121437,-7.645680841,,,,,,,
2064,White,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,41.16121437,-7.645680841,,,,,,,
2065,White,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,41.16121437,-7.645680841,,,,,,,
2066,White,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,41.16121437,-7.645680841,,,,,,,
2067,White,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,41.16121437,-7.645680841,,,,,,,
2068,White,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,41.16121437,-7.645680841,,,,,,,
2069,White,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,41.16121437,-7.645680841,,,,,,,
2070,White,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,41.16121437,-7.645680841,,,,,,,
2071,White,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,41.16121437,-7.645680841,,,,,,,
2072,White,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,41.16121437,-7.645680841,,,,,,,
2073,White,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,41.16121437,-7.645680841,,,,,,,
2074,White,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,41.16121437,-7.645680841,,,,,,,
2075,White,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,41.16121437,-7.645680841,,,,,,,
2076,White,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,41.16121437,-7.645680841,,,,,,,
2077,White,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,41.16121437,-7.645680841,,,,,,,
2078,White,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,41.16121437,-7.645680841,,,,,,,
2079,White,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,41.16121437,-7.645680841,,,,,,,
2080,White,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,41.16121437,-7.645680841,,,,,,,
2081,White,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,41.16121437,-7.645680841,,,,,,,
2082,White,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5,41.16121437,-7.645680841,,,,,,,
2083,White,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,41.16121437,-7.645680841,,,,,,,
2084,White,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,41.16121437,-7.645680841,,,,,,,
2085,White,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,41.16121437,-7.645680841,,,,,,,
2086,White,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,41.16121437,-7.645680841,,,,,,,
2087,White,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,41.16121437,-7.645680841,,,,,,,
2088,White,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,41.16121437,-7.645680841,,,,,,,
2089,White,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,41.16121437,-7.645680841,,,,,,,
2090,White,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,41.16121437,-7.645680841,,,,,,,
2091,White,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,41.16121437,-7.645680841,,,,,,,
2092,White,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,41.16121437,-7.645680841,,,,,,,
2093,White,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,41.16121437,-7.645680841,,,,,,,
2094,White,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,41.16121437,-7.645680841,,,,,,,
2095,White,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,41.16121437,-7.645680841,,,,,,,
2096,White,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,41.16121437,-7.645680841,,,,,,,
2097,White,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,41.16121437,-7.645680841,,,,,,,
2098,White,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,41.16121437,-7.645680841,,,,,,,
2099,White,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,41.16121437,-7.645680841,,,,,,,
2100,White,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6,41.16121437,-7.645680841,,,,,,,
2101,White,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,41.16121437,-7.645680841,,,,,,,
2102,White,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,41.16121437,-7.645680841,,,,,,,
2103,White,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5,41.16121437,-7.645680841,,,,,,,
2104,White,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,41.16121437,-7.645680841,,,,,,,
2105,White,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,41.16121437,-7.645680841,,,,,,,
2106,White,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,41.16121437,-7.645680841,,,,,,,
2107,White,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,41.16121437,-7.645680841,,,,,,,
2108,White,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,41.16121437,-7.645680841,,,,,,,
2109,White,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,41.16121437,-7.645680841,,,,,,,
2110,White,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,41.16121437,-7.645680841,,,,,,,
2111,White,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,41.16121437,-7.645680841,,,,,,,
2112,White,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,41.16121437,-7.645680841,,,,,,,
2113,White,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,41.16121437,-7.645680841,,,,,,,
2114,White,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,41.16121437,-7.645680841,,,,,,,
2115,White,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,41.16121437,-7.645680841,,,,,,,
2116,White,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5,41.16121437,-7.645680841,,,,,,,
2117,White,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,41.16121437,-7.645680841,,,,,,,
2118,White,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,41.16121437,-7.645680841,,,,,,,
2119,White,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,41.16121437,-7.645680841,,,,,,,
2120,White,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,41.16121437,-7.645680841,,,,,,,
2121,White,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,41.16121437,-7.645680841,,,,,,,
2122,White,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,41.16121437,-7.645680841,,,,,,,
2123,White,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,41.16121437,-7.645680841,,,,,,,
2124,White,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,41.16121437,-7.645680841,,,,,,,
2125,White,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,41.16121437,-7.645680841,,,,,,,
2126,White,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,41.16121437,-7.645680841,,,,,,,
2127,White,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6,41.16121437,-7.645680841,,,,,,,
